source_id,supplier_id,part_id,plant_id,agreed_unit_price,agreed_lead_time_days,moq,is_primary_source,currency
SRC000070,S0056,PN00024,P500,38.72,45,500,True,USD
SRC000071,S0054,PN00025,P100,18.63,33,50,True,USD
SRC000072,S0007,PN00026,P500,1.42,35,1,True,USD
SRC000073,S0007,PN00026,P600,1.36,41,10,True,USD
SRC000074,S0007,PN00026,P300,1.52,69,500,True,USD
SRC000075,S0058,PN00027,P600,212.48,32,1,True,USD
SRC000076,S0019,PN00027,P600,229.98,50,50,False,USD
SRC000077,S0058,PN00027,P500,235.5,34,100,True,USD
SRC000078,S0019,PN00027,P500,233.18,8,50,False,USD
SRC000079,S0005,PN00028,P300,24.64,18,10,True,USD
SRC000080,S0005,PN00028,P600,25.06,8,500,True,USD
SRC000081,S0005,PN00028,P400,25.63,17,500,True,USD
SRC000082,S0051,PN00029,P300,70.63,69,500,True,USD
SRC000083,S0042,PN00029,P300,65.12,18,100,False,USD
SRC000084,S0040,PN00029,P300,65.07,41,500,False,USD
SRC000085,S0051,PN00029,P600,61.75,48,10,True,USD
SRC000086,S0042,PN00029,P600,58.8,7,100,False,USD
SRC000087,S0040,PN00029,P600,66.77,37,10,False,USD
SRC000088,S0051,PN00029,P500,69.0,56,100,True,USD
SRC000089,S0042,PN00029,P500,59.36,52,500,False,USD
SRC000090,S0040,PN00029,P500,69.08,43,1,False,USD
SRC000091,S0046,PN00030,P300,118.85,15,50,True,USD
SRC000092,S0058,PN00030,P300,130.17,37,50,False,USD
SRC000093,S0034,PN00031,P200,68.99,51,100,True,USD
SRC000094,S0003,PN00032,P600,19.01,64,50,True,USD
SRC000095,S0023,PN00032,P600,19.01,56,1,False,USD
SRC000096,S0030,PN00032,P600,20.41,49,500,False,USD
SRC000097,S0024,PN00033,P500,45.88,52,1,True,USD
SRC000098,S0010,PN00033,P500,48.34,47,1,False,USD
SRC000099,S0043,PN00034,P500,11.09,37,50,True,USD
SRC000100,S0043,PN00034,P200,12.29,12,1,True,USD
SRC000101,S0043,PN00034,P400,11.28,35,100,True,USD
SRC000102,S0036,PN00035,P200,14.04,37,50,True,USD
SRC000103,S0038,PN00035,P200,15.42,19,10,False,USD
SRC000104,S0036,PN00035,P500,15.79,14,500,True,USD
SRC000105,S0038,PN00035,P500,13.25,60,500,False,USD
SRC000106,S0029,PN00036,P600,47.28,50,10,True,USD
SRC000107,S0029,PN00036,P500,51.7,36,500,True,USD
SRC000108,S0008,PN00037,P100,19.41,63,1,True,USD
SRC000109,S0039,PN00037,P100,16.81,32,500,False,USD
SRC000110,S0008,PN00037,P400,19.98,51,100,True,USD
SRC000111,S0039,PN00037,P400,20.05,8,500,False,USD
SRC000112,S0008,PN00037,P500,19.6,18,50,True,USD
SRC000113,S0039,PN00037,P500,16.88,49,10,False,USD
SRC000114,S0027,PN00038,P300,24.95,14,1,True,USD
SRC000115,S0027,PN00038,P500,24.71,40,50,True,USD
SRC000116,S0020,PN00039,P500,62.8,15,50,True,USD
SRC000117,S0020,PN00039,P100,59.49,75,50,True,USD
SRC000118,S0020,PN00039,P200,63.19,40,1,True,USD
SRC000119,S0014,PN00040,P400,28.91,73,1,True,USD
SRC000120,S0014,PN00040,P100,29.39,7,1,True,USD
SRC000121,S0014,PN00040,P200,31.4,41,500,True,USD
SRC000122,S0052,PN00041,P300,22.19,17,500,True,USD
SRC000123,S0037,PN00041,P300,19.54,59,500,False,USD
SRC000124,S0052,PN00041,P200,19.76,74,100,True,USD
SRC000125,S0037,PN00041,P200,19.62,11,100,False,USD
SRC000126,S0008,PN00042,P500,13.39,12,100,True,USD
SRC000127,S0026,PN00043,P400,83.9,60,1,True,USD
SRC000128,S0026,PN00043,P600,89.72,59,10,True,USD
SRC000129,S0026,PN00044,P500,14.02,75,1,True,USD
SRC000130,S0026,PN00044,P200,13.79,17,1,True,USD
SRC000131,S0026,PN00044,P100,15.1,64,100,True,USD
SRC000132,S0047,PN00045,P500,18.73,40,100,True,USD
SRC000133,S0036,PN00046,P600,9.62,57,500,True,USD
SRC000134,S0050,PN00047,P600,242.93,75,500,True,USD
SRC000135,S0011,PN00047,P600,250.63,8,500,False,USD
SRC000136,S0026,PN00048,P200,15.12,8,500,True,USD
SRC000137,S0009,PN00048,P200,12.82,68,100,False,USD
SRC000138,S0026,PN00048,P300,13.41,71,1,True,USD
SRC000139,S0009,PN00048,P300,12.77,20,10,False,USD
SRC000140,S0034,PN00049,P200,17.42,66,100,True,USD
SRC000141,S0049,PN00049,P200,16.74,73,50,False,USD
SRC000142,S0034,PN00049,P400,17.1,73,50,True,USD
SRC000143,S0049,PN00049,P400,19.26,57,50,False,USD
SRC000144,S0034,PN00049,P300,19.51,67,1,True,USD
SRC000145,S0049,PN00049,P300,18.19,62,100,False,USD
SRC000146,S0024,PN00050,P500,54.17,65,50,True,USD
SRC000147,S0010,PN00050,P500,55.45,48,1,False,USD
SRC000148,S0024,PN00050,P100,56.93,18,500,True,USD
SRC000149,S0010,PN00050,P100,58.8,50,100,False,USD
SRC000150,S0018,PN00051,P200,10.39,65,100,True,USD
SRC000151,S0018,PN00051,P600,11.93,53,100,True,USD
SRC000152,S0018,PN00051,P400,10.42,72,10,True,USD
SRC000153,S0005,PN00052,P100,9.01,38,1,True,USD
SRC000154,S0005,PN00052,P200,8.12,56,100,True,USD
SRC000155,S0005,PN00052,P400,9.42,18,500,True,USD
SRC000156,S0045,PN00053,P400,93.26,44,10,True,USD
SRC000157,S0021,PN00053,P400,94.01,30,500,False,USD
SRC000158,S0043,PN00053,P400,95.39,45,500,False,USD
SRC000159,S0045,PN00053,P500,91.1,64,500,True,USD
SRC000160,S0021,PN00053,P500,92.93,32,500,False,USD
SRC000161,S0043,PN00053,P500,95.11,53,1,False,USD
SRC000162,S0045,PN00053,P600,96.92,74,1,True,USD
SRC000163,S0021,PN00053,P600,88.72,63,50,False,USD
SRC000164,S0043,PN00053,P600,94.76,35,500,False,USD
SRC000165,S0010,PN00054,P600,12.52,64,500,True,USD
SRC000166,S0012,PN00054,P600,11.64,33,50,False,USD
SRC000167,S0010,PN00054,P100,12.17,30,100,True,USD
SRC000168,S0012,PN00054,P100,11.98,60,500,False,USD
SRC000169,S0029,PN00055,P300,4.52,68,50,True,USD
SRC000170,S0031,PN00055,P300,5.2,66,50,False,USD
SRC000171,S0029,PN00055,P200,4.55,14,500,True,USD
SRC000172,S0031,PN00055,P200,4.65,33,50,False,USD
SRC000173,S0058,PN00056,P400,26.7,34,50,True,USD
SRC000174,S0006,PN00056,P400,27.4,69,50,False,USD
SRC000175,S0058,PN00056,P100,27.54,11,1,True,USD
SRC000176,S0006,PN00056,P100,30.17,16,10,False,USD
SRC000177,S0021,PN00057,P300,314.22,45,100,True,USD
SRC000178,S0043,PN00057,P300,279.09,63,1,False,USD
SRC000179,S0045,PN00057,P300,288.55,35,10,False,USD
SRC000180,S0019,PN00058,P400,19.06,70,10,True,USD
SRC000181,S0053,PN00058,P400,17.43,52,1,False,USD
SRC000182,S0019,PN00058,P200,19.0,37,1,True,USD
SRC000183,S0053,PN00058,P200,17.28,13,100,False,USD
SRC000184,S0050,PN00059,P400,13.44,54,100,True,USD
SRC000185,S0056,PN00060,P300,72.05,58,100,True,USD
SRC000186,S0020,PN00061,P100,26.74,70,50,True,USD
SRC000187,S0035,PN00061,P100,26.93,57,500,False,USD
SRC000188,S0032,PN00062,P100,7.83,55,100,True,USD
SRC000189,S0037,PN00062,P100,8.01,45,500,False,USD
SRC000190,S0023,PN00062,P100,8.0,63,50,False,USD
SRC000191,S0032,PN00062,P300,7.86,41,50,True,USD
SRC000192,S0037,PN00062,P300,7.67,73,1,False,USD
SRC000193,S0023,PN00062,P300,8.09,30,100,False,USD
SRC000194,S0004,PN00063,P400,105.78,46,10,True,USD
SRC000195,S0004,PN00063,P300,92.05,69,1,True,USD
SRC000196,S0004,PN00063,P200,92.5,68,10,True,USD
SRC000197,S0001,PN00064,P200,11.45,74,10,True,USD
SRC000198,S0057,PN00064,P200,10.11,59,1,False,USD
SRC000199,S0025,PN00064,P200,10.92,47,100,False,USD
SRC000200,S0001,PN00064,P400,11.03,17,50,True,USD
SRC000201,S0057,PN00064,P400,10.12,19,1,False,USD
SRC000202,S0025,PN00064,P400,10.16,7,100,False,USD
SRC000203,S0001,PN00064,P600,10.4,7,50,True,USD
SRC000204,S0057,PN00064,P600,11.58,11,10,False,USD
SRC000205,S0025,PN00064,P600,10.5,14,10,False,USD
SRC000206,S0002,PN00065,P200,25.25,57,10,True,USD
SRC000207,S0025,PN00065,P200,25.61,36,100,False,USD
SRC000208,S0022,PN00066,P100,19.29,46,100,True,USD
SRC000209,S0003,PN00066,P100,17.23,61,10,False,USD
SRC000210,S0010,PN00067,P400,9.0,55,500,True,USD
SRC000211,S0048,PN00067,P400,7.82,75,100,False,USD
SRC000212,S0010,PN00067,P300,8.62,55,1,True,USD
SRC000213,S0048,PN00067,P300,8.73,30,100,False,USD
SRC000214,S0010,PN00067,P200,9.43,20,100,True,USD
SRC000215,S0048,PN00067,P200,8.02,64,50,False,USD
SRC000216,S0046,PN00068,P100,142.22,51,1,True,USD
SRC000217,S0046,PN00068,P600,155.85,19,50,True,USD
SRC000218,S0008,PN00069,P400,27.95,49,100,True,USD
SRC000219,S0020,PN00069,P400,29.2,70,50,False,USD
SRC000220,S0047,PN00070,P200,54.56,18,500,True,USD
SRC000221,S0047,PN00070,P600,55.08,54,1,True,USD
SRC000222,S0047,PN00070,P100,61.39,71,50,True,USD
SRC000223,S0039,PN00071,P100,43.84,51,1,True,USD
SRC000224,S0039,PN00071,P600,44.43,10,500,True,USD
SRC000225,S0059,PN00072,P600,51.66,21,1,True,USD
SRC000226,S0021,PN00073,P600,101.58,69,1,True,USD
SRC000227,S0021,PN00073,P100,97.0,17,10,True,USD
SRC000228,S0035,PN00074,P300,53.58,8,100,True,USD
SRC000229,S0034,PN00075,P400,19.19,69,10,True,USD
SRC000230,S0049,PN00075,P400,17.23,42,100,False,USD
SRC000231,S0031,PN00076,P400,4.92,66,500,True,USD
SRC000232,S0031,PN00076,P300,4.18,43,1,True,USD
SRC000233,S0031,PN00076,P100,4.58,12,1,True,USD
SRC000234,S0008,PN00077,P200,25.18,58,10,True,USD
SRC000235,S0008,PN00077,P300,27.0,32,10,True,USD
SRC000236,S0039,PN00078,P500,46.88,61,1,True,USD
SRC000237,S0039,PN00078,P400,46.78,9,1,True,USD
SRC000238,S0039,PN00078,P200,53.9,67,50,True,USD
SRC000239,S0038,PN00079,P200,21.95,15,100,True,USD
SRC000240,S0038,PN00079,P600,21.0,41,500,True,USD
SRC000241,S0038,PN00079,P500,22.17,68,10,True,USD
SRC000242,S0031,PN00080,P300,30.95,45,10,True,USD
SRC000243,S0016,PN00080,P300,31.71,63,1,False,USD
SRC000244,S0031,PN00080,P600,35.08,64,500,True,USD
SRC000245,S0016,PN00080,P600,32.4,70,10,False,USD
SRC000246,S0031,PN00080,P400,32.78,42,1,True,USD
SRC000247,S0016,PN00080,P400,36.28,73,100,False,USD
SRC000248,S0034,PN00081,P100,6.19,57,50,True,USD
SRC000249,S0034,PN00081,P600,6.26,59,1,True,USD
SRC000250,S0034,PN00081,P300,5.97,33,500,True,USD
SRC000251,S0010,PN00082,P500,5.2,45,100,True,USD
SRC000252,S0010,PN00082,P100,5.78,50,100,True,USD
SRC000253,S0049,PN00083,P100,241.73,8,10,True,USD
SRC000254,S0034,PN00084,P100,157.26,61,1,True,USD
SRC000255,S0049,PN00084,P100,170.27,9,10,False,USD
SRC000256,S0049,PN00085,P300,61.03,42,50,True,USD
SRC000257,S0034,PN00085,P300,67.27,42,50,False,USD
SRC000258,S0049,PN00085,P200,57.04,74,500,True,USD
SRC000259,S0034,PN00085,P200,56.22,38,1,False,USD
SRC000260,S0047,PN00086,P300,74.14,48,500,True,USD
SRC000261,S0050,PN00086,P300,73.17,70,500,False,USD
SRC000262,S0034,PN00087,P500,127.82,10,500,True,USD
SRC000263,S0049,PN00087,P500,118.72,59,50,False,USD
SRC000264,S0034,PN00087,P400,107.98,57,10,True,USD
SRC000265,S0049,PN00087,P400,113.44,57,500,False,USD
SRC000266,S0034,PN00088,P100,161.99,60,500,True,USD
SRC000267,S0034,PN00088,P400,161.77,63,100,True,USD
SRC000268,S0034,PN00088,P600,177.33,74,1,True,USD
SRC000269,S0012,PN00089,P500,81.83,74,100,True,USD
SRC000270,S0016,PN00090,P600,51.26,31,100,True,USD
SRC000271,S0029,PN00090,P600,48.24,40,100,False,USD
SRC000272,S0031,PN00090,P600,49.97,67,1,False,USD
SRC000273,S0056,PN00091,P300,31.87,75,1,True,USD
SRC000274,S0005,PN00091,P300,33.3,8,100,False,USD
SRC000275,S0041,PN00091,P300,33.5,51,500,False,USD
SRC000276,S0038,PN00092,P600,24.85,43,1,True,USD
SRC000277,S0038,PN00092,P500,25.23,51,1,True,USD
SRC000278,S0035,PN00093,P100,6.9,59,500,True,USD
SRC000279,S0035,PN00093,P600,6.42,12,10,True,USD
SRC000280,S0013,PN00094,P300,62.0,8,100,True,USD
SRC000281,S0027,PN00094,P300,68.39,19,500,False,USD
SRC000282,S0035,PN00095,P200,13.79,62,100,True,USD
SRC000283,S0008,PN00095,P200,12.23,34,50,False,USD
SRC000284,S0035,PN00095,P300,12.4,14,500,True,USD
SRC000285,S0008,PN00095,P300,12.86,37,100,False,USD
SRC000286,S0035,PN00095,P500,13.32,73,500,True,USD
SRC000287,S0008,PN00095,P500,13.79,14,500,False,USD
SRC000288,S0010,PN00096,P400,74.37,55,10,True,USD
SRC000289,S0013,PN00097,P200,365.44,74,10,True,USD
SRC000290,S0030,PN00098,P600,85.0,73,500,True,USD
SRC000291,S0030,PN00098,P100,93.73,60,50,True,USD
SRC000292,S0030,PN00098,P300,85.06,71,1,True,USD
SRC000293,S0006,PN00099,P200,25.63,63,50,True,USD
SRC000294,S0055,PN00100,P600,23.19,74,500,True,USD
SRC000295,S0055,PN00100,P300,24.3,58,100,True,USD
SRC000296,S0055,PN00100,P400,21.9,38,50,True,USD
SRC000297,S0024,PN00101,P400,54.4,48,1,True,USD
SRC000298,S0032,PN00102,P200,4.89,75,500,True,USD
SRC000299,S0032,PN00102,P500,4.33,9,10,True,USD
SRC000300,S0009,PN00103,P300,72.85,14,50,True,USD
SRC000301,S0008,PN00104,P600,14.63,39,50,True,USD
SRC000302,S0008,PN00104,P100,13.24,40,500,True,USD
SRC000303,S0008,PN00104,P300,12.85,31,100,True,USD
SRC000304,S0002,PN00105,P100,52.46,15,500,True,USD
SRC000305,S0025,PN00105,P100,46.44,75,50,False,USD
SRC000306,S0057,PN00105,P100,47.79,48,500,False,USD
SRC000307,S0031,PN00106,P600,143.81,32,10,True,USD
SRC000308,S0029,PN00106,P600,142.36,37,50,False,USD
SRC000309,S0031,PN00106,P100,124.74,16,10,True,USD
SRC000310,S0029,PN00106,P100,136.1,35,50,False,USD
SRC000311,S0002,PN00107,P500,70.6,35,500,True,USD
SRC000312,S0002,PN00107,P200,80.23,73,1,True,USD
SRC000313,S0002,PN00107,P300,82.09,55,10,True,USD
SRC000314,S0057,PN00108,P500,13.55,75,100,True,USD
SRC000315,S0057,PN00108,P100,13.48,53,1,True,USD
SRC000316,S0057,PN00108,P300,13.25,12,50,True,USD
SRC000317,S0005,PN00109,P400,17.02,18,100,True,USD
SRC000318,S0056,PN00109,P400,19.03,56,10,False,USD
SRC000319,S0041,PN00109,P400,19.42,68,1,False,USD
SRC000320,S0005,PN00109,P600,16.94,11,100,True,USD
SRC000321,S0056,PN00109,P600,19.96,63,50,False,USD
SRC000322,S0041,PN00109,P600,16.67,67,100,False,USD
SRC000323,S0005,PN00109,P300,16.75,13,50,True,USD
SRC000324,S0056,PN00109,P300,17.91,65,100,False,USD
SRC000325,S0041,PN00109,P300,18.97,38,10,False,USD
SRC000326,S0018,PN00110,P500,47.93,49,500,True,USD
SRC000327,S0018,PN00110,P400,50.63,65,100,True,USD
SRC000328,S0003,PN00111,P300,105.59,70,100,True,USD
SRC000329,S0015,PN00112,P200,11.29,71,10,True,USD
SRC000330,S0015,PN00112,P400,9.49,47,100,True,USD
SRC000331,S0010,PN00113,P500,52.73,70,100,True,USD
SRC000332,S0024,PN00113,P500,53.75,37,50,False,USD
SRC000333,S0033,PN00113,P500,49.29,66,1,False,USD
SRC000334,S0010,PN00113,P400,52.5,40,500,True,USD
SRC000335,S0024,PN00113,P400,44.92,50,100,False,USD
SRC000336,S0033,PN00113,P400,52.82,38,50,False,USD
SRC000337,S0014,PN00114,P400,44.91,48,500,True,USD
SRC000338,S0014,PN00114,P300,50.61,34,500,True,USD
SRC000339,S0040,PN00115,P500,161.3,64,50,True,USD
SRC000340,S0046,PN00116,P600,32.87,12,10,True,USD
SRC000341,S0058,PN00116,P600,29.53,63,50,False,USD
SRC000342,S0046,PN00116,P300,31.84,14,100,True,USD
SRC000343,S0058,PN00116,P300,31.63,40,1,False,USD
SRC000344,S0046,PN00116,P100,30.84,62,10,True,USD
SRC000345,S0058,PN00116,P100,34.77,19,500,False,USD
SRC000346,S0039,PN00117,P600,34.2,21,1,True,USD
SRC000347,S0020,PN00117,P600,32.15,38,1,False,USD
SRC000348,S0039,PN00117,P500,34.62,49,50,True,USD
SRC000349,S0020,PN00117,P500,32.3,14,500,False,USD
SRC000350,S0039,PN00117,P100,34.92,51,10,True,USD
SRC000351,S0020,PN00117,P100,36.19,31,1,False,USD
SRC000352,S0023,PN00118,P200,17.76,8,100,True,USD
SRC000353,S0023,PN00118,P300,19.53,37,1,True,USD
SRC000354,S0023,PN00118,P600,17.05,60,100,True,USD
SRC000355,S0034,PN00119,P600,83.27,33,100,True,USD
SRC000356,S0015,PN00120,P100,29.48,7,1,True,USD
SRC000357,S0059,PN00121,P200,46.4,39,50,True,USD
SRC000358,S0040,PN00121,P200,55.62,12,50,False,USD
SRC000359,S0059,PN00121,P600,47.72,15,500,True,USD
SRC000360,S0040,PN00121,P600,48.53,66,1,False,USD
SRC000361,S0059,PN00121,P300,47.1,16,1,True,USD
SRC000362,S0040,PN00121,P300,51.41,75,10,False,USD
SRC000363,S0008,PN00122,P100,67.17,67,10,True,USD
SRC000364,S0020,PN00122,P100,68.16,36,10,False,USD
SRC000365,S0004,PN00122,P100,73.5,13,100,False,USD
SRC000366,S0008,PN00122,P200,65.11,44,100,True,USD
SRC000367,S0020,PN00122,P200,63.74,50,1,False,USD
SRC000368,S0004,PN00122,P200,68.51,63,10,False,USD
SRC000369,S0008,PN00122,P400,68.92,53,50,True,USD
SRC000370,S0020,PN00122,P400,69.75,32,1,False,USD
SRC000371,S0004,PN00122,P400,66.65,37,100,False,USD
SRC000372,S0050,PN00123,P300,28.25,48,100,True,USD
SRC000373,S0050,PN00123,P400,26.25,34,100,True,USD
SRC000374,S0050,PN00123,P200,30.37,12,10,True,USD
SRC000375,S0047,PN00124,P100,11.85,73,1,True,USD
SRC000376,S0047,PN00124,P400,10.92,55,100,True,USD
SRC000377,S0047,PN00124,P500,12.25,36,10,True,USD
SRC000378,S0011,PN00125,P200,29.9,55,1,True,USD
SRC000379,S0011,PN00125,P500,26.54,57,100,True,USD
SRC000380,S0060,PN00126,P300,46.59,68,100,True,USD
SRC000381,S0060,PN00126,P400,51.28,62,50,True,USD
SRC000382,S0060,PN00126,P600,43.57,59,1,True,USD
SRC000383,S0051,PN00127,P200,9.73,18,1,True,USD
SRC000384,S0051,PN00127,P600,11.41,61,1,True,USD
SRC000385,S0056,PN00128,P300,55.78,36,1,True,USD
SRC000386,S0055,PN00128,P300,56.2,63,100,False,USD
SRC000387,S0041,PN00128,P300,57.61,42,50,False,USD
SRC000388,S0056,PN00129,P500,10.76,64,500,True,USD
SRC000389,S0055,PN00129,P500,9.19,32,100,False,USD
SRC000390,S0056,PN00129,P300,10.91,37,100,True,USD
SRC000391,S0055,PN00129,P300,10.05,54,100,False,USD
SRC000392,S0009,PN00130,P500,16.56,49,10,True,USD
SRC000393,S0011,PN00131,P600,22.16,8,500,True,USD
SRC000394,S0011,PN00131,P400,22.98,17,500,True,USD
SRC000395,S0060,PN00132,P500,20.75,55,50,True,USD
SRC000396,S0038,PN00132,P500,20.7,54,500,False,USD
SRC000397,S0060,PN00132,P200,21.44,48,50,True,USD
SRC000398,S0038,PN00132,P200,18.94,16,1,False,USD
SRC000399,S0029,PN00133,P600,19.68,70,50,True,USD
SRC000400,S0029,PN00133,P500,21.19,57,50,True,USD
SRC000401,S0029,PN00134,P200,100.23,16,1,True,USD
SRC000402,S0031,PN00134,P200,105.24,34,50,False,USD
SRC000403,S0016,PN00134,P200,90.04,40,1,False,USD
SRC000404,S0029,PN00134,P600,98.13,32,100,True,USD
SRC000405,S0031,PN00134,P600,100.41,57,500,False,USD
SRC000406,S0016,PN00134,P600,97.68,56,50,False,USD
SRC000407,S0029,PN00134,P500,88.24,60,500,True,USD
SRC000408,S0031,PN00134,P500,88.28,50,100,False,USD
SRC000409,S0016,PN00134,P500,98.74,12,500,False,USD
SRC000410,S0056,PN00135,P600,60.15,51,100,True,USD
SRC000411,S0031,PN00136,P200,27.98,57,10,True,USD
SRC000412,S0031,PN00136,P500,29.1,34,500,True,USD
SRC000413,S0026,PN00137,P300,35.31,55,10,True,USD
SRC000414,S0005,PN00138,P100,5.57,66,500,True,USD
SRC000415,S0055,PN00138,P100,5.8,10,50,False,USD
SRC000416,S0005,PN00138,P500,6.16,71,50,True,USD
SRC000417,S0055,PN00138,P500,5.83,49,100,False,USD
SRC000418,S0005,PN00138,P300,6.01,12,10,True,USD
SRC000419,S0055,PN00138,P300,5.73,46,500,False,USD
SRC000420,S0058,PN00139,P100,63.54,15,10,True,USD
SRC000421,S0008,PN00140,P400,42.45,70,1,True,USD
SRC000422,S0035,PN00140,P400,39.29,12,100,False,USD
SRC000423,S0008,PN00140,P300,36.42,39,50,True,USD
SRC000424,S0035,PN00140,P300,41.76,13,50,False,USD
SRC000425,S0008,PN00140,P600,41.88,34,10,True,USD
SRC000426,S0035,PN00140,P600,41.77,11,50,False,USD
SRC000427,S0024,PN00141,P200,97.13,31,10,True,USD
SRC000428,S0012,PN00141,P200,110.36,11,100,False,USD
SRC000429,S0024,PN00141,P100,103.99,13,100,True,USD
SRC000430,S0012,PN00141,P100,107.29,32,10,False,USD
SRC000431,S0012,PN00142,P300,60.46,47,500,True,USD
SRC000432,S0001,PN00143,P400,19.27,8,50,True,USD
SRC000433,S0001,PN00143,P100,18.36,34,100,True,USD
SRC000434,S0001,PN00143,P500,19.4,72,1,True,USD
SRC000435,S0027,PN00144,P100,104.53,62,1,True,USD
SRC000436,S0060,PN00145,P300,4.99,37,50,True,USD
SRC000437,S0060,PN00145,P400,5.09,67,100,True,USD
SRC000438,S0060,PN00145,P100,5.58,18,10,True,USD
SRC000439,S0012,PN00146,P200,34.44,14,100,True,USD
SRC000440,S0048,PN00146,P200,30.02,67,1,False,USD
SRC000441,S0010,PN00146,P200,31.48,12,1,False,USD
SRC000442,S0049,PN00147,P600,79.22,39,50,True,USD
SRC000443,S0049,PN00147,P200,72.27,53,50,True,USD
SRC000444,S0005,PN00148,P600,76.43,13,50,True,USD
SRC000445,S0005,PN00148,P100,82.51,74,50,True,USD
SRC000446,S0005,PN00148,P200,86.67,73,1,True,USD
SRC000447,S0016,PN00149,P400,42.69,55,50,True,USD
SRC000448,S0016,PN00149,P100,37.97,45,50,True,USD
